# x, y, psi, w_tr_right, w_tr_left
-54.367,22.352,5.214,1.089,1.089
-54.251,22.121,5.165,1.089,1.089
-54.135,21.889,5.181,1.100,1.100
-54.019,21.657,5.165,1.115,1.115
-53.903,21.425,5.214,1.089,1.089
-53.787,21.193,5.033,1.089,1.089
-53.729,20.962,5.033,1.083,1.083
-53.613,20.730,5.214,1.089,1.089
-53.497,20.498,5.166,1.089,1.089
-53.381,20.266,5.179,1.089,1.089
-53.265,20.034,5.175,1.089,1.089
-53.150,19.802,5.176,1.100,1.100
-53.034,19.570,5.176,1.115,1.115
-52.918,19.339,5.176,1.115,1.115
-52.802,19.107,5.176,1.089,1.089
-52.686,18.875,5.176,1.089,1.089
-52.570,18.643,5.176,1.089,1.089
-52.454,18.411,5.176,1.089,1.089
-52.338,18.179,5.176,1.089,1.089
-52.222,17.948,5.176,1.089,1.089
-52.106,17.716,5.176,1.089,1.089
-51.990,17.484,5.176,1.089,1.089
-51.874,17.252,5.176,1.089,1.089
-51.758,17.020,5.176,1.089,1.089
-51.642,16.788,5.176,1.089,1.089
-51.527,16.556,5.176,1.113,1.113
-51.411,16.325,5.176,1.115,1.115
-51.295,16.093,5.177,1.115,1.115
-51.179,15.861,5.174,1.094,1.094
-51.063,15.629,5.184,1.089,1.089
-50.947,15.397,5.147,1.089,1.089
-50.831,15.165,5.285,1.089,1.089
-50.657,14.934,5.285,1.089,1.089
